-1.4042578876889458	-10
-1.40288207381	-9.97852285913
-1.40150690766	-9.95704247031
-1.40013239628	-9.9355588191
-1.39875854679	-9.91407189094
-1.3973853664	-9.89258167123
-1.39601286238	-9.87108814526
-1.3946410421	-9.84959129823
-1.39326991302	-9.82809111527
-1.39189948267	-9.80658758141
-1.39052975868	-9.78508068162
-1.38916074876	-9.76357040075
-1.38779246071	-9.74205672359
-1.38642490242	-9.72053963481
-1.38505808188	-9.69901911903
-1.38369200715	-9.67749516076
-1.38232668641	-9.65596774441
-1.38096212791	-9.63443685434
-1.37959834002	-9.61290247477
-1.37823533118	-9.59136458988
-1.37687310995	-9.56982318371
-1.37551168497	-9.54827824025
-1.374151065	-9.52672974339
-1.37279125889	-9.50517767689
-1.37143227559	-9.48362202448
-1.37007412416	-9.46206276975
-1.36871681376	-9.44049989621
-1.36736035366	-9.41893338729
-1.36600475323	-9.39736322631
-1.36465002196	-9.3757893965
-1.36329616944	-9.354211881
-1.36194320539	-9.33263066285
-1.36059113961	-9.31104572499
-1.35923998204	-9.28945705028
-1.35788974272	-9.26786462147
-1.35654043183	-9.24626842123
-1.35519205964	-9.2246684321
-1.35384463655	-9.20306463656
-1.35249817309	-9.18145701698
-1.35115267991	-9.15984555561
-1.34980816776	-9.13823023464
-1.34846464754	-9.11661103614
-1.34712213028	-9.09498794207
-1.34578062712	-9.07336093432
-1.34444014933	-9.05172999466
-1.34310070833	-9.03009510476
-1.34176231566	-9.00845624621
-1.34042498299	-8.98681340048
-1.33908872213	-8.96516654893
-1.33775354503	-8.94351567285
-1.33641946377	-8.92186075342
-1.33508649059	-8.90020177169
-1.33375463785	-8.87853870864
-1.33242391806	-8.85687154514
-1.33109434387	-8.83520026196
-1.3297659281	-8.81352483976
-1.3284386837	-8.7918452591
-1.32711262376	-8.77016150044
-1.32578776155	-8.74847354414
-1.32446411046	-8.72678137044
-1.32314168406	-8.70508495951
-1.32182049607	-8.68338429138
-1.32050056038	-8.661679346
-1.31918189101	-8.6399701032
-1.31786450217	-8.61825654273
-1.31654840823	-8.59653864422
-1.31523362371	-8.57481638718
-1.31392016331	-8.55308975105
-1.3126080419	-8.53135871514
-1.31129727452	-8.50962325868
-1.30998787639	-8.48788336076
-1.30867986288	-8.4661390004
-1.30737324957	-8.44439015649
-1.30606805219	-8.42263680784
-1.30476428666	-8.40087893313
-1.30346196911	-8.37911651096
-1.3021611158	-8.35734951981
-1.30086174323	-8.33557793806
-1.29956386805	-8.31380174398
-1.29826750713	-8.29202091574
-1.2969726775	-8.27023543141
-1.29567939641	-8.24844526896
-1.29438768131	-8.22665040623
-1.29309754982	-8.204850821
-1.29180901978	-8.18304649089
-1.29052210923	-8.16123739347
-1.28923683642	-8.13942350617
-1.2879532198	-8.11760480634
-1.28667127802	-8.09578127121
-1.28539102995	-8.07395287791
-1.28411249468	-8.05211960348
-1.28283569151	-8.03028142485
-1.28156063994	-8.00843831883
-1.28028735971	-7.98659026217
-1.27901587077	-7.96473723147
-1.27774619331	-7.94287920326
-1.27647834771	-7.92101615395
-1.27521235463	-7.89914805988
-1.2739482349	-7.87727489725
-1.27268600963	-7.85539664219
-1.27142570015	-7.83351327071
-1.270167328	-7.81162475874
-1.268910915	-7.78973108209
-1.26765648319	-7.76783221649
-1.26640405484	-7.74592813755
-1.26515365249	-7.72401882081
-1.26390529892	-7.7021042417
-1.26265901714	-7.68018437554
-1.26141483045	-7.65825919758
-1.26017276236	-7.63632868295
-1.25893283666	-7.6143928067
-1.25769507741	-7.59245154377
-1.25645950891	-7.57050486903
-1.25522615573	-7.54855275723
-1.25399504269	-7.52659518305
-1.25276619492	-7.50463212106
-1.25153963776	-7.48266354574
-1.25031539688	-7.46068943149
-1.24909349819	-7.43870975261
-1.24787396788	-7.41672448331
-1.24665683243	-7.39473359771
-1.24544211859	-7.37273706985
-1.24422985339	-7.35073487367
-1.24302006417	-7.32872698303
-1.24181277854	-7.3067133717
-1.2406080244	-7.28469401336
-1.23940582993	-7.26266888161
-1.23820622364	-7.24063794997
-1.23700923432	-7.21860119185
-1.23581489104	-7.19655858061
-1.2346232232	-7.1745100895
-1.2334342605	-7.15245569171
-1.23224803293	-7.13039536033
-1.23106457081	-7.10832906837
-1.22988390476	-7.08625678878
-1.22870606571	-7.0641784944
-1.22753108492	-7.04209415801
-1.22635899397	-7.02000375231
-1.22518982474	-6.99790724991
-1.22402360946	-6.97580462337
-1.22286038067	-6.95369584513
-1.22170017124	-6.9315808876
-1.22054301438	-6.90945972309
-1.21938894364	-6.88733232383
-1.21823799288	-6.86519866198
-1.21709019633	-6.84305870965
-1.21594558855	-6.82091243883
-1.21480420443	-6.79875982149
-1.21366607923	-6.77660082948
-1.21253124855	-6.75443543462
-1.21139974836	-6.73226360862
-1.21027161495	-6.71008532316
-1.209146885	-6.6879005498
-1.20802559554	-6.66570926009
-1.20690778397	-6.64351142545
-1.20579348806	-6.62130701728
-1.20468274594	-6.59909600688
-1.20357559613	-6.5768783655
-1.20247207751	-6.55465406432
-1.20137222935	-6.53242307443
-1.20027609131	-6.51018536689
-1.19918370343	-6.48794091266
-1.19809510614	-6.46568968265
-1.19701034028	-6.4434316477
-1.19592944706	-6.42116677859
-1.19485246813	-6.39889504602
-1.19377944552	-6.37661642064
-1.19271042167	-6.35433087303
-1.19164543946	-6.33203837369
-1.19058454215	-6.30973889307
-1.18952777347	-6.28743240155
-1.18847517753	-6.26511886946
-1.18742679892	-6.24279826703
-1.18638268263	-6.22047056447
-1.18534287411	-6.19813573189
-1.18430741926	-6.17579373934
-1.18327636444	-6.15344455684
-1.18224975643	-6.1310881543
-1.18122764253	-6.10872450159
-1.18021007047	-6.08635356853
-1.17919708848	-6.06397532484
-1.17818874525	-6.04158974022
-1.17718508999	-6.01919678427
-1.17618617237	-5.99679642656
-1.17519204259	-5.97438863657
-1.17420275135	-5.95197338375
-1.17321834987	-5.92955063746
-1.1722388899	-5.90712036702
-1.17126442371	-5.88468254169
-1.17029500413	-5.86223713067
-1.16933068452	-5.83978410311
-1.16837151881	-5.81732342809
-1.1674175615	-5.79485507465
-1.16646886766	-5.77237901178
-1.16552549294	-5.74989520842
-1.16458749362	-5.72740363345
-1.16365492654	-5.70490425571
